PL ID,Status,Category,Discipline,Description,Subsystem,Milestone
PL-003622,Originated,B,E,4.1:All installed cables are directly fixed to the transformer without cable trays and/or rigid conduit pipes.,PS5-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS5-61-IJ-0010),PS5 - Milestone G
PL-003623,Originated,B,M,4:All the jack bolts are missing on the base frame of the pump,PS5-01-02 - Fire Water Pump A,PS5 - Milestone C
PL-003624,Originated,A,M,"4.1:22 batteries had a voltage below 1V, 6 batteries had a voltage below 1.2V",PS5-01-02 - Fire Water Pump A,PS5 - Milestone C
PL-003625,Completed,A,M,4.2:Silencer not received along with the pump,PS5-01-02 - Fire Water Pump A,PS5 - Milestone C
PL-003648,Originated,A,M,"4:As per the packing list, a 0.18-liter Nitrogen (N₂) cylinder is specified with a filling pressure of 200 bar. However, upon receipt at PS5-01-UZ-610, two cylinders were found with pressures of 1300 psi (89.6 Bar), which are below the specified 200 bar requirement.",PS5-01-11 - Inergen for Power Gen Building,PS5 - Milestone E
PL-003649,Originated,B,M,"4:""Spare parts have arrived; but no details are mentioned in the packing list. ( gaskets-2 pcs 3/4"""" 150# 4 pcs 1"""" 150# 4 pcs 1 1/2"""" 150# 5 pcs 2"""" 150"""" 3 pcs 4"""" 150# 2 set lamps fuses and connectors (SIBA FUSE 5X20 T 125MA DS10) 1 PCS DIGITAL BARRIER dek-oe-24dc/100k. 1 pcs repeater power supply (Analog barrier) MACX MCR-SL-RPSSI-2I. )""",PS5-71-02 - CFO Allocation Metering Package,PS5 - Milestone H
PL-003654,Closed,B,M,Coupling hub inside dia is not matching with the shaft dia of pump and motor,PS5-28-04 - Closed Drain Drum and Pump 02,PS5 - Milestone E
PL-003655,Closed,A,M,Coupling hub inside dia is not matching with the shaft dia of pump and motor,PS5-28-04 - Closed Drain Drum and Pump 02,PS5 - Milestone E
PL-003692,Originated,B,I,Level Gauge FAT not conducted as the Specific gravity of the water does not allow the instrument float to float.,PS5-75-02 - Biocide Injection Package,PS5 - Milestone G
PL-003701,Originated,B,E,ECS-iFAT-2024-07-02-011 Keyboard and mouse lose connection after power recycle from MCB on ECS Server A & B,PS5-61-08 - Electrical Control System,PS5 - Milestone C
PL-003706,Originated,B,E,ECS-ECS - 20255-08-12-003 Configure the static route for ALL ECS/PCS connection,PS5-61-08 - Electrical Control System,PS5 - Milestone C
PL-003707,Originated,B,E,ECS-ECS - 20255-08-12-003 Configure the static route for ALL ECS/PCS connection,PS6-61-05 - Electrical Control System,PS6 - Milestone E
PL-003714,Closed,A,M,"4:As per the drawing, the deluge piping should be galvanized Carbon steel, but it was received without a galvanized coating.",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003715,Closed,A,M,"4.1:SL NO-11, M10 'U' BOLT - 2"" PIPE + 4NUTS (STD) NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003716,Closed,A,M,"4.2:SL NO - 14 , GASKET 3MM NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003717,Closed,A,M,"4.3: SL NO - 17, WASHER NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003718,Closed,A,M,"4.4:SL NO - 20 , GASKET 762O.D.x600I.D.x1.5THK NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003719,Closed,A,M,"4.5:SL NO - 24 , GASKET 4.5 THK., 8""-150# RF NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003720,Closed,A,M,"4.6:SL NO - 26 , GASKET 1.5 THK., 6""-150# RF NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003721,Closed,A,M,"4.7:SL NO - 29 , GASKET 4.5 THK., 8""-150# RF NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003722,Closed,A,M,"4.8:SL NO - 32 , GASKET 4.5 THK., 8""-150# RF NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003723,Closed,A,M,"4.9:SL NO - 37 , GASKET 4.5 THK., 3""-150# RF NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003724,Closed,A,M,"4.10:SL NO - 38 , STUD+2NUTS-5/8"" UNC NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003725,Closed,A,M,"4.11:SL NO - 54 , HEX.BOLT+NUTS+WASHER. M12X45 NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003726,Closed,A,M,"4.12:SL NO - 58 , HEX.BOLT+NUTS+WASHER. M12X45 NOT RECEIVED",PS5-71-04 - CFO Storage Tank,PS5 - Milestone H
PL-003727,Closed,A,M,"4:As per the drawing, the deluge piping should be galvanized carbon steel, but it was received without a galvanized coating.",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003728,Closed,A,M,"4.1:SL NO - 61 , GASKET 762 ,O.D.x600,I.D.x1.5THK NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003729,Closed,A,M,"4.2:SL NO - 67 , GASKET 3MM NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003731,Closed,A,M,"4.4:SL NO - 70 , WASHER NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003732,Closed,A,M,"4.5:SL SL NO - 71 , HEX. NUTS M20 NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003733,Closed,A,M,"4.6:SL NO - 75 , WASHER O.D. 40 x I.D. 18 NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003734,Closed,A,M,"4.7:SL NO - 76 , SPLIT PIN-5Ø NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003735,Closed,A,M,"4.8:SL NO -77 , GASKET 4.5 THK., 8""-150# RF NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003736,Closed,A,M,"4.9:SL NO - 79 , GASKET 1.5 THK., 3""-150# RF NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003737,Closed,A,M,"4.10:SL NO - 82 , GASKET 4.5 THK., 10""-150# RF NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003738,Closed,A,M,"4.11:SL NO - 85 , GASKET 4.5 THK., 8""-150# RF NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003739,Closed,A,M,"4.12:SL NO - 90 , GASKET 4.5 THK., 3""-150# RF NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003740,Closed,A,M,"4.13:SL NO - 90 , GASKET 4.5 THK., 3""-150# RF NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003741,Closed,A,M,"4.14:SL NO - 106 , HEX.BOLT+NUTS+WASHER. M12X45 NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003742,Closed,A,M,"4.15:SL NO - 111 , HEX.BOLT+NUTS+WASHER. M12X45 NOT RECEIVED",PS5-71-12 - CFO Service Tank,PS5 - Milestone H
PL-003743,Originated,B,M,"As per the packing list, 3 Nos. of 1/4"" nipple are mentioned, but they have not been received.",PS5-71-15 - Diesel Fuel Storage Tank,PS5 - Milestone F
PL-003744,Originated,B,M,"As per the packing list, 3 Nos. of vortex breakers are mentioned, but they have not been received.",PS5-53-01 - Utility Water / Storage Tank,PS5 - Milestone C
PL-004293,Originated,B,I,Battery to be replaced,PS6-25-01 - Export Pipeline Pig Receiver,PS6 - Milestone E
PL-004300,Originated,B,E,Bearing insulation resistance shaft driving end not Performed.,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-004301,Originated,B,E,19.1:Bearing insulation resistance shaft non driving end not performed yet,PS6-25-02 - Crude Oil Export Pump A,PS6 - Milestone E
PL-004303,Originated,B,E,Bearing insulation resistance shaft driving end not Performed.,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-004304,Originated,B,E,19.1:Bearing insulation resistance shaft non driving end not performed yet,PS6-25-03 - Crude Oil Export Pump B,PS6 - Milestone E
PL-004305,Originated,B,E,19:Bearing insulation resistance shaft driving end will be done latter stage.,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-004307,Originated,B,E,19.1:Bearing insulation resistance shaft non driving end will be Done on latter Stage.,PS6-25-04 - Crude Oil Export Pump C,PS6 - Milestone E
PL-004311,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-42 - Oil Mist Separator Skid PS5-60-VS-9100A,PS5 - Milestone B
PL-004312,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-43 - Oil Mist Separator Skid PS5-60-VS-9100B,PS5 - Milestone B
PL-004313,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-44 - Oil Mist Separator Skid PS5-60-VS-9100C,PS5 - Milestone D
PL-004314,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-45 - Oil Mist Separator Skid PS5-60-VS-9100D,PS5 - Milestone D
PL-004315,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping,PS5-60-47 - Oil Mist Separator Skid PS5-60-VS-9100F,PS5 - Milestone D
PL-004316,Originated,A,P,23:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-30 - Air Receiver C & Air Regulator C,PS5 - Milestone D
PL-004333,Originated,B,P,16:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-56 - Fuel Conditioning Module PS5-60-UZ-8900A,PS5 - Milestone B
PL-004334,Originated,C,E,16.1:EARTHING TO BE DONE,PS5-60-56 - Fuel Conditioning Module PS5-60-UZ-8900A,PS5 - Milestone B
PL-004335,Originated,B,P,16:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-58 - Fuel Conditioning Module PS5-60-UZ-8900B,PS5 - Milestone B
PL-004336,Originated,C,E,16.1:EARTHING TO BE DONE,PS5-60-58 - Fuel Conditioning Module PS5-60-UZ-8900B,PS5 - Milestone B
PL-004340,Originated,C,M,25:ouch up paint will be carried out,PS5-78-01 - Lifting and handling equipment,PS5 - Milestone E
PL-004341,Originated,C,M,25:Touch-up painting will be carried out,PS5-78-01 - Lifting and handling equipment,PS5 - Milestone E
PL-004342,Originated,C,M,25:Touch-up painting will be carried out,PS5-78-01 - Lifting and handling equipment,PS5 - Milestone E
PL-004343,Originated,C,M,25:Touch-up painting will be carried out,PS5-78-01 - Lifting and handling equipment,PS5 - Milestone E
PL-004344,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-004345,Closed,A,M,10.1: Flame arrester to be installed,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-004346,Originated,B,M,10.2:Final alignment to be verified,PS5-05-01 - Emergency Diesel Generator Package,PS5 - Milestone C
PL-004347,Originated,B,P,23:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-28 - Air Receiver A & Air Regulator A,PS5 - Milestone B
PL-004348,Originated,B,P,23.1:EARTHING TO BE DONE,PS5-60-28 - Air Receiver A & Air Regulator A,PS5 - Milestone B
PL-004349,Originated,B,P,23:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-29 - Air Receiver B & Air Regulator B,PS5 - Milestone B
PL-004350,Originated,B,P,23.1:EARTHING TO BE DONE,PS5-60-29 - Air Receiver B & Air Regulator B,PS5 - Milestone B
PL-004351,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-46 - Oil Mist Separator Skid PS5-60-VS-9100E,PS5 - Milestone D
PL-004352,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-48 - Oil Mist Separator Skid PS5-60-VS-9100G,PS5 - Milestone E
PL-004353,Originated,A,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-56 - Fuel Conditioning Module PS5-60-UZ-8900A,PS5 - Milestone B
PL-004354,Originated,A,P,23:EARTHING TO BE DONE,PS5-60-31 - Air Receiver D & Air Regulator D,PS5 - Milestone D
PL-004355,Originated,B,P,23.1:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-31 - Air Receiver D & Air Regulator D,PS5 - Milestone D
PL-004356,Originated,B,P,23:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-32 - Air Receiver E & Air Regulator E,PS5 - Milestone D
PL-004357,Originated,B,E,23.1:EARTHING TO BE DONE,PS5-60-32 - Air Receiver E & Air Regulator E,PS5 - Milestone D
PL-004358,Originated,B,P,23:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-33 - Air Receiver F & Air Regulator F,PS5 - Milestone D
PL-004359,Originated,B,E,23.1: EARTHING TO BE DONE,PS5-60-33 - Air Receiver F & Air Regulator F,PS5 - Milestone D
PL-004360,Originated,B,P,23:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-34 - Air Receiver G & Air Regulator G,PS5 - Milestone E
PL-004361,Originated,B,E,23.1: EARTHING TO BE DONE,PS5-60-34 - Air Receiver G & Air Regulator G,PS5 - Milestone E
PL-004362,Originated,B,M,16:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-68 - Fuel Conditioning Module PS5-60-UZ-8900G,PS5 - Milestone E
PL-004363,Originated,B,E,16.1: EARTHING TO BE DONE,PS5-60-68 - Fuel Conditioning Module PS5-60-UZ-8900G,PS5 - Milestone E
PL-004364,Originated,B,P,16:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-66 - Fuel Conditioning Module PS5-60-UZ-8900F,PS5 - Milestone D
PL-004365,Originated,B,E,16.1:EARTHING TO BE DONE,PS5-60-66 - Fuel Conditioning Module PS5-60-UZ-8900F,PS5 - Milestone D
PL-004366,Originated,A,P,16:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-64 - Fuel Conditioning Module PS5-60-UZ-8900E,PS5 - Milestone D
PL-004367,Originated,B,E,16.1:EARTHING TO BE DONE,PS5-60-64 - Fuel Conditioning Module PS5-60-UZ-8900E,PS5 - Milestone D
PL-004368,Originated,B,P,16:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-62 - Fuel Conditioning Module PS5-60-UZ-8900D,PS5 - Milestone D
PL-004369,Originated,B,E,16.1:EATRHING TO BE DONE,PS5-60-62 - Fuel Conditioning Module PS5-60-UZ-8900D,PS5 - Milestone D
PL-004370,Originated,B,P,16:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-60 - Fuel Conditioning Module PS5-60-UZ-8900C,PS5 - Milestone D
PL-004371,Originated,B,E,16.1:EARTHING TO BE DONE,PS5-60-60 - Fuel Conditioning Module PS5-60-UZ-8900C,PS5 - Milestone D
PL-004372,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-004373,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-004374,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-004375,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-004376,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-004377,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-004378,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT TO BE COMPLETED AFTER HT(descipiline-piping),PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-004379,Originated,B,B,ROOF-final installation need to be done In PG area,PS5-78-01 - Lifting and handling equipment,PS5 - Milestone E
PL-004380,Originated,B,B,ROOF-final installation need to be done In PG area,PS5-78-01 - Lifting and handling equipment,PS5 - Milestone E
PL-004381,Originated,B,B,ROOF-final installation need to be done In PG area-9100 C,PS5-78-01 - Lifting and handling equipment,PS5 - Milestone E
PL-004382,Originated,B,B,ROOF-final installation need to be done In PG area,PS5-78-01 - Lifting and handling equipment,PS5 - Milestone E
PL-004384,Originated,B,E,"Sand bedding not yet done , cable route marker &trench backfilled will be done after all cable installation in the trench finish",PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-004385,Originated,B,E,"Sand bedding not yet done , cable route marker &trench backfilled will be done after all cable installation in the trench finish",PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-004386,Originated,B,E,"Sand bedding not yet done , cable route marker &trench backfilled will be done after all cable installation in the trench finish",PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-004387,Originated,B,E,"Sand bedding not yet done , cable route marker &trench backfilled will be done after all cable installation in the trench finish",PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-004388,Originated,B,E,"Sand bedding not yet done , cable route marker &trench backfilled will be done after all cable installation in the trench finish",PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-004389,Originated,B,E,"Sand bedding not yet done , cable route marker &trench backfilled will be done after all cable installation in the trench finish",PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-004390,Originated,B,E,"Sand bedding not yet done , cable route marker &trench backfilled will be done after all cable installation in the trench finish",PS5-60-19 - Power Generation Package G,PS5 - Milestone E
